PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,Title,Age_scaled,Fare_scaled
36,0,1,0,42.0,1,0,52.0,False,True,False,False,False,False,False,False,False,True,1,0.9712604053509489,1.0408277503255374
37,1,3,0,28.0,0,0,7.2292,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8823470582632056
38,0,3,0,21.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.7841792430073967
39,0,3,1,18.0,2,0,18.0,False,True,False,False,False,False,False,False,False,True,2,-0.8731358343600393,-0.01838583697289204
40,1,3,1,14.0,1,0,11.2417,False,False,False,False,False,False,False,False,False,True,2,-1.180535207645204,-0.47227211715402734
41,0,3,1,40.0,1,0,9.475,False,True,False,False,False,False,False,False,False,True,3,0.8175607187083667,-0.6331972544104215
42,0,2,1,27.0,1,0,21.0,False,True,False,False,False,False,False,False,False,True,3,-0.1814872444684187,0.1329851701219792
43,0,3,0,28.0,0,0,7.8958,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
44,1,2,1,3.0,1,2,41.5792,False,False,False,False,False,False,False,False,False,True,2,-2.025883484179407,0.8147822510349934
45,1,3,1,19.0,0,0,7.8792,True,False,False,False,False,False,False,False,False,True,2,-0.7962859910387481,-0.8038521494426432
46,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
47,0,3,0,28.0,1,0,15.5,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.16405229962564447
48,1,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
49,0,3,0,28.0,2,0,21.6792,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.16437971416667366
50,0,3,1,18.0,1,0,17.8,False,True,False,False,False,False,False,False,False,True,3,-0.8731358343600393,-0.029312075627065143
51,0,3,0,7.0,4,1,39.6875,False,True,False,False,False,False,False,False,False,True,4,-1.7184841108942424,0.7678594338107121
52,0,3,0,21.0,0,0,7.8,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.8131032608653792
53,1,1,1,49.0,1,0,76.7292,False,False,False,False,True,False,False,False,False,False,3,1.5092093085999871,1.4362199751817062
54,1,2,1,29.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,3,-0.027787557825836348,0.3444394801955362
55,0,1,0,65.0,0,1,61.9792,False,False,True,False,False,False,False,False,False,False,1,2.738806801740646,1.2189504454470093
56,1,1,0,28.0,0,0,35.5,False,True,False,True,False,False,False,False,False,False,1,-0.10463740114712752,0.6557188297748954
57,1,2,1,21.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,2,-0.6425863043961658,-0.5368057694182641
58,0,3,0,28.5,0,0,7.2292,False,False,False,False,False,False,False,False,False,True,1,-0.06621247948648194,-0.8823470582632056
59,1,2,1,5.0,1,2,27.75,False,True,False,False,False,False,False,False,False,True,2,-1.8721837975368247,0.40928266156909443
60,0,3,0,11.0,5,2,46.9,False,True,False,False,False,False,False,False,False,True,4,-1.4110847376090776,0.936361092700485
61,0,3,0,22.0,0,0,7.2292,False,False,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8823470582632056
62,1,1,1,38.0,0,0,80.0,False,True,True,False,False,False,False,False,False,False,2,0.6638610320657843,1.4787785499834798
63,0,1,0,45.0,1,0,83.475,False,True,False,True,False,False,False,False,False,False,1,1.2018099353148226,1.5221510751129648
64,0,3,0,4.0,3,2,27.9,False,True,False,False,False,False,False,False,False,True,4,-1.949033640858116,0.4146557174979072
65,0,1,0,28.0,0,0,27.7208,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.4082334475616762
66,1,3,0,28.0,1,1,15.2458,False,False,False,False,False,False,False,False,False,True,4,-0.10463740114712752,-0.1800831698720664
67,1,2,1,29.0,0,0,10.5,False,True,False,False,False,False,True,False,False,False,3,-0.027787557825836348,-0.5368057694182641
68,0,3,0,19.0,0,0,8.1583,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.7718965778779472
69,1,3,1,17.0,4,2,7.925,False,True,False,False,False,False,False,False,False,True,2,-0.9499856776813305,-0.798539974052802
70,0,3,0,26.0,2,0,8.6625,False,True,False,False,False,False,False,False,False,True,1,-0.2583370877897099,-0.7165619336211217
71,0,2,0,32.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,0.20276197213803718,-0.5368057694182641
72,0,3,1,16.0,5,2,46.9,False,True,False,False,False,False,False,False,False,True,2,-1.0268355210026217,0.936361092700485
73,0,2,0,21.0,0,0,73.5,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,1.3924082286355355
74,0,3,0,26.0,1,0,14.4542,False,False,False,False,False,False,False,False,False,True,1,-0.2583370877897099,-0.23166125968823223
75,1,3,0,32.0,0,0,56.4958,False,True,False,False,False,False,False,False,False,True,1,0.20276197213803718,1.1248955097361604
76,0,3,0,25.0,0,0,7.65,False,True,False,False,False,False,True,False,False,False,1,-0.33518693111100106,-0.830854756854953
77,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
78,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
79,1,2,0,0.83,0,2,29.0,False,True,False,False,False,False,False,False,False,True,4,-2.192647644186609,0.4532263111425748
80,1,3,1,30.0,0,0,12.475,False,True,False,False,False,False,False,False,False,True,2,0.04906228549545483,-0.37316263612134226
81,0,3,0,22.0,0,0,9.0,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.6811127586453682
82,1,3,0,29.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,-0.6307359423566569
83,1,3,1,28.0,0,0,7.7875,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8145709511162281
84,0,1,0,28.0,0,0,47.1,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.940663265248102
85,1,2,1,17.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,2,-0.9499856776813305,-0.5368057694182641
86,1,3,1,33.0,3,0,15.85,False,True,False,False,False,False,False,False,False,True,3,0.27961181545932834,-0.1423794216910609
87,0,3,0,16.0,1,3,34.375,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,0.6233938271906204
88,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
89,1,1,1,23.0,3,2,263.0,False,True,False,True,False,False,False,False,False,False,2,-0.48888661775358344,2.6987007794454887
90,0,3,0,24.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.41203677443229225,-0.7841792430073967
91,0,3,0,29.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,-0.7841792430073967
92,0,3,0,20.0,0,0,7.8542,False,True,False,False,False,False,False,False,False,True,1,-0.719436147717457,-0.806763380796033
93,0,1,0,46.0,1,0,61.175,False,True,False,False,False,True,False,False,False,False,1,1.2786597786361138,1.2056809915054134
94,0,3,0,26.0,1,2,20.575,False,True,False,False,False,False,False,False,False,True,1,-0.2583370877897099,0.11284358066326507
95,0,3,0,59.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,2.277707741812899,-0.8797405693934278
96,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
97,0,1,0,71.0,0,0,34.6542,False,False,False,False,False,False,False,False,False,False,1,3.1999058616683933,0.6315110816648204
98,1,1,0,23.0,0,1,63.3583,False,False,False,False,True,False,False,False,False,False,1,-0.48888661775358344,1.241316266924983
99,1,2,1,34.0,0,1,23.0,False,True,False,False,False,False,False,False,False,True,3,0.35646165878061953,0.2228261499229997
100,0,2,0,34.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,1,0.35646165878061953,0.3444394801955362
101,0,3,1,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8019236166026618
102,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
103,0,1,0,21.0,0,1,77.2875,False,True,False,False,True,False,False,False,False,False,1,-0.6425863043961658,1.443609675522841
104,0,3,0,33.0,0,0,8.6542,False,True,False,False,False,False,False,False,False,True,1,0.27961181545932834,-0.7174492400289059
105,0,3,0,37.0,2,0,7.925,False,True,False,False,False,False,False,False,False,True,1,0.5870111887444931,-0.798539974052802
106,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
107,1,3,1,21.0,0,0,7.65,False,True,False,False,False,False,False,False,False,True,2,-0.6425863043961658,-0.830854756854953
108,1,3,0,28.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8160407306065733
109,0,3,0,38.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,0.6638610320657843,-0.8019236166026618
110,1,3,1,28.0,1,0,24.15,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,0.2711522804976662
111,0,1,0,47.0,0,0,52.0,False,True,False,True,False,False,False,False,False,False,1,1.3555096219574048,1.0408277503255374
112,0,3,1,14.5,1,0,14.4542,False,False,False,False,False,False,False,False,False,True,2,-1.1421102859845584,-0.23166125968823223
113,0,3,0,22.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.7841792430073967
114,0,3,1,20.0,1,0,9.825,False,True,False,False,False,False,False,False,False,True,2,-0.719436147717457,-0.5992616204389827
115,0,3,1,17.0,0,0,14.4583,False,False,False,False,False,False,False,False,False,True,2,-0.9499856776813305,-0.23138736843472296
116,0,3,0,21.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.798539974052802
117,0,3,0,70.5,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,3.1614809400077477,-0.8189865811572414
118,0,2,0,29.0,1,0,21.0,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,0.1329851701219792
119,0,1,0,24.0,0,1,247.5208,False,False,True,False,False,False,False,False,False,False,1,-0.41203677443229225,2.6363132839087284
120,0,3,1,2.0,4,2,31.275,False,True,False,False,False,False,False,False,False,True,2,-2.1027333275006983,0.5286989276421437
121,0,2,0,21.0,2,0,73.5,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,1.3924082286355355
122,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
123,0,2,0,32.5,1,0,30.0708,False,False,False,False,False,False,False,False,False,True,1,0.24118689379868277,0.4894379098126231
124,1,2,1,32.5,0,0,13.0,False,True,False,False,False,True,False,False,False,False,2,0.24118689379868277,-0.3336984726090336
125,0,1,0,54.0,0,1,77.2875,False,True,False,False,True,False,False,False,False,False,1,1.893458525206443,1.443609675522841
126,1,3,0,12.0,1,0,11.2417,False,False,False,False,False,False,False,False,False,True,4,-1.3342348942877864,-0.47227211715402734
127,0,3,0,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8189865811572414
128,1,3,0,24.0,0,0,7.1417,False,True,False,False,False,False,False,False,False,True,1,-0.41203677443229225,-0.8933844909173265
129,1,3,1,28.0,1,1,22.3583,False,False,False,False,False,False,True,False,False,False,2,-0.10463740114712752,0.19484336402527688
130,0,3,0,45.0,0,0,6.975,False,True,False,False,False,False,False,False,False,True,1,1.2018099353148226,-0.9147445967366699
131,0,3,0,33.0,0,0,7.8958,False,False,False,False,False,False,False,False,False,True,1,0.27961181545932834,-0.8019236166026618
132,0,3,0,20.0,0,0,7.05,False,True,False,False,False,False,False,False,False,True,1,-0.719436147717457,-0.9050797531497118
133,0,3,1,47.0,1,0,14.5,False,True,False,False,False,False,False,False,False,True,3,1.3555096219574048,-0.2286058134653583
134,1,2,1,29.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,3,-0.027787557825836348,0.3444394801955362
135,0,2,0,25.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-0.3336984726090336
136,0,2,0,23.0,0,0,15.0458,False,False,False,False,False,False,False,False,False,True,1,-0.48888661775358344,-0.19287328396337328
137,1,1,1,19.0,0,2,26.2833,False,True,False,False,True,False,False,False,False,False,2,-0.7962859910387481,0.3552168481314282
138,0,1,0,37.0,1,0,53.1,False,True,False,True,False,False,False,False,False,False,1,0.5870111887444931,1.0620380556287106
139,0,3,0,16.0,0,0,9.2167,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,-0.6589770356240848
140,0,1,0,24.0,0,0,79.2,False,False,True,False,False,False,False,False,False,False,1,-0.41203677443229225,1.4685301291949246
141,0,3,1,28.0,0,2,15.2458,False,False,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.1800831698720664
142,1,3,1,22.0,0,0,7.75,False,True,False,False,False,False,False,False,False,True,2,-0.5657364610748746,-0.8189865811572414
143,1,3,1,24.0,1,0,15.85,False,True,False,False,False,False,False,False,False,True,3,-0.41203677443229225,-0.1423794216910609
144,0,3,0,19.0,0,0,6.75,True,False,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.9442940832331417
145,0,2,0,18.0,0,0,11.5,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,-0.4507125974257932
146,0,2,0,19.0,1,1,36.75,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,0.6904870950626278
147,1,3,0,27.0,0,0,7.7958,False,True,False,False,False,False,False,False,False,True,1,-0.1814872444684187,-0.8135961720983267
148,0,3,1,9.0,2,2,34.375,False,True,False,False,False,False,False,False,False,True,2,-1.56478442425166,0.6233938271906204
149,0,2,0,36.5,0,2,26.0,False,True,False,False,False,False,True,False,False,False,1,0.5485862670838475,0.3444394801955362
150,0,2,0,42.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,5,0.9712604053509489,-0.3336984726090336
151,0,2,0,51.0,0,0,12.525,False,True,False,False,False,False,False,False,False,True,5,1.6629089952425695,-0.3693384839068557
152,1,1,1,22.0,1,0,66.6,False,True,False,True,False,False,False,False,False,False,3,-0.5657364610748746,1.2920564383571118
153,0,3,0,55.5,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,2.00873329018838,-0.7841792430073967
154,0,3,0,40.5,0,2,14.5,False,True,False,False,False,False,False,False,False,True,1,0.8559856403690123,-0.2286058134653583
155,0,3,0,28.0,0,0,7.3125,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8719479292525482
156,0,1,0,51.0,0,1,61.3792,False,False,False,False,False,False,False,False,False,True,1,1.6629089952425695,1.2090665177433995
157,1,3,1,16.0,0,0,7.7333,True,False,False,False,False,False,False,False,False,True,2,-1.0268355210026217,-0.8209591021193487
158,0,3,0,30.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.7841792430073967
159,0,3,0,28.0,0,0,8.6625,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7165619336211217
160,0,3,0,28.0,8,2,69.55,False,True,False,False,False,False,False,False,False,True,4,-0.10463740114712752,1.3361591794576348
161,0,3,0,44.0,0,1,16.1,False,True,False,False,False,False,False,False,False,True,1,1.1249600919935314,-0.12717266791993012
162,1,2,1,40.0,0,0,15.75,False,True,False,False,False,False,False,False,False,True,3,0.8175607187083667,-0.1485253917280838
163,0,3,0,26.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.2583370877897099,-0.8160407306065733
164,0,3,0,17.0,0,0,8.6625,False,True,False,False,False,False,False,False,False,True,1,-0.9499856776813305,-0.7165619336211217
165,0,3,0,1.0,4,1,39.6875,False,True,False,False,False,False,False,False,False,True,4,-2.1795831708219895,0.7678594338107121
166,1,3,0,9.0,0,2,20.525,False,True,False,False,False,False,False,False,False,True,4,-1.56478442425166,0.11044794172866994
167,1,1,1,28.0,0,1,55.0,False,True,False,False,False,True,False,False,False,False,3,-0.10463740114712752,1.0976780669265336
168,0,3,1,45.0,1,4,27.9,False,True,False,False,False,False,False,False,False,True,3,1.2018099353148226,0.4146557174979072
169,0,1,0,28.0,0,0,25.925,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.34156737843370105
170,0,3,0,28.0,0,0,56.4958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,1.1248955097361604
171,0,1,0,61.0,0,0,33.5,False,True,True,False,False,False,False,False,False,False,1,2.4314074284554814,0.5975333003696796
172,0,3,0,4.0,4,1,29.125,True,False,False,False,False,False,False,False,False,True,4,-1.949033640858116,0.457519539438721
173,1,3,1,1.0,1,1,11.1333,False,True,False,False,False,False,False,False,False,True,2,-2.1795831708219895,-0.48145578049281335
174,0,3,0,21.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.798539974052802
175,0,1,0,56.0,0,0,30.6958,False,False,False,False,False,False,False,False,False,False,1,2.0471582118490255,0.5100012756239033
176,0,3,0,18.0,1,1,7.8542,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,-0.806763380796033
177,0,3,0,28.0,3,1,25.4667,False,True,False,False,False,False,False,False,False,True,4,-0.10463740114712752,0.32384119624754826
178,0,1,1,50.0,0,0,28.7125,False,False,False,True,False,False,False,False,False,False,2,1.5860591519212783,0.4432836100273541
179,0,2,0,30.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.3336984726090336
180,0,3,0,36.0,0,0,0.0,False,True,False,False,False,False,False,False,False,True,1,0.5101613454232019,-3.0585777291682934
181,0,3,1,28.0,8,2,69.55,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,1.3361591794576348
182,0,2,0,28.0,0,0,15.05,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.19260305647698941
183,0,3,0,9.0,4,2,31.3875,False,True,False,False,False,False,False,False,False,True,4,-1.56478442425166,0.5322916934007406
184,1,2,0,1.0,2,1,39.0,False,True,False,False,False,False,True,False,False,False,4,-2.1795831708219895,0.750263780890198
185,1,3,1,4.0,0,2,22.025,False,True,False,False,False,False,False,False,False,True,2,-1.949033640858116,0.1800041951014629
186,0,1,0,28.0,0,0,50.0,False,True,False,False,False,False,False,False,False,False,1,-0.10463740114712752,1.0011105492142125
187,1,3,1,28.0,1,0,15.5,True,False,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.16405229962564447
188,1,1,0,45.0,0,0,26.55,False,True,False,False,False,False,False,False,False,True,1,1.2018099353148226,0.36526093570402607
189,0,3,0,40.0,1,1,15.5,True,False,False,False,False,False,False,False,False,True,1,0.8175607187083667,-0.16405229962564447
190,0,3,0,36.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,0.5101613454232019,-0.8019236166026618
191,1,2,1,32.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,3,0.20276197213803718,-0.3336984726090336
192,0,2,0,19.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.3336984726090336
193,1,3,1,19.0,1,0,7.8542,False,True,False,False,False,False,False,False,False,True,2,-0.7962859910387481,-0.806763380796033
194,1,2,0,3.0,1,1,26.0,False,True,False,False,False,False,True,False,False,False,4,-2.025883484179407,0.3444394801955362
195,1,1,1,44.0,0,0,27.7208,False,False,True,False,False,False,False,False,False,False,3,1.1249600919935314,0.4082334475616762
196,1,1,1,58.0,0,0,146.5208,False,False,True,False,False,False,False,False,False,False,2,2.200857898491608,2.097794920021772
197,0,3,0,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8189865811572414
198,0,3,0,42.0,0,1,8.4042,False,True,False,False,False,False,False,False,False,True,1,0.9712604053509489,-0.7445391097425897
199,1,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
200,0,2,1,24.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,2,-0.41203677443229225,-0.3336984726090336
201,0,3,0,28.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.6307359423566569
202,0,3,0,28.0,8,2,69.55,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,1.3361591794576348
203,0,3,0,34.0,0,0,6.4958,False,True,False,False,False,False,False,False,False,True,1,0.35646165878061953,-0.9787286015064478
204,0,3,0,45.5,0,0,7.225,False,False,False,False,False,False,False,False,False,True,1,1.2402348569754682,-0.8828741679067217
205,1,3,0,18.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,-0.7841792430073967
206,0,3,1,2.0,0,1,10.4625,False,True,False,False,False,False,False,True,False,False,2,-2.1027333275006983,-0.5401781836878246
207,0,3,0,32.0,1,0,15.85,False,True,False,False,False,False,False,False,False,True,1,0.20276197213803718,-0.1423794216910609
208,1,3,0,26.0,0,0,18.7875,False,False,False,False,False,False,False,False,False,True,1,-0.2583370877897099,0.023546289947323752
209,1,3,1,16.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-1.0268355210026217,-0.8189865811572414
210,1,1,0,40.0,0,0,31.0,False,False,False,False,False,False,False,False,False,False,1,0.8175607187083667,0.5198636196706229
211,0,3,0,24.0,0,0,7.05,False,True,False,False,False,False,False,False,False,True,1,-0.41203677443229225,-0.9050797531497118
212,1,2,1,35.0,0,0,21.0,False,True,False,False,False,False,False,False,False,True,2,0.4333115021019107,0.1329851701219792
213,0,3,0,22.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8797405693934278
214,0,2,0,30.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.3336984726090336
215,0,3,0,28.0,1,0,7.75,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8189865811572414
216,1,1,1,31.0,1,0,113.275,False,False,False,False,True,False,False,False,False,False,2,0.12591212881674602,1.834129231109428
217,1,3,1,27.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,2,-0.1814872444684187,-0.798539974052802
218,0,2,0,42.0,1,0,27.0,False,True,False,False,False,False,False,False,False,True,1,0.9712604053509489,0.3819897971587497
219,1,1,1,32.0,0,0,76.2917,False,False,False,False,True,False,False,False,False,False,2,0.20276197213803718,1.4303920040723752
220,0,2,0,30.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.5368057694182641
221,1,3,0,16.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,-0.7841792430073967
222,0,2,0,27.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.1814872444684187,-0.3336984726090336
223,0,3,0,51.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,1.6629089952425695,-0.7841792430073967
224,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
